filename,audio_path,video_path,text,label
sample_04151,data/raw/audio\sample_04151.wav,data/raw/video\sample_04151.mp4,"Absolutely loved it, fantastic experience!",2
sample_03130,data/raw/audio\sample_03130.wav,data/raw/video\sample_03130.mp4,Mediocre storyline but decent acting.,1
sample_04890,data/raw/audio\sample_04890.wav,data/raw/video\sample_04890.mp4,"Awful experience, not worth watching.",0
sample_09975,data/raw/audio\sample_09975.wav,data/raw/video\sample_09975.mp4,"Absolutely loved it, fantastic experience!",2
sample_07471,data/raw/audio\sample_07471.wav,data/raw/video\sample_07471.mp4,"An average performance, could be better.",1
sample_01833,data/raw/audio\sample_01833.wav,data/raw/video\sample_01833.mp4,"Awful experience, not worth watching.",0
sample_09148,data/raw/audio\sample_09148.wav,data/raw/video\sample_09148.mp4,"Awful experience, not worth watching.",0
sample_04891,data/raw/audio\sample_04891.wav,data/raw/video\sample_04891.mp4,"Awful experience, not worth watching.",0
sample_02287,data/raw/audio\sample_02287.wav,data/raw/video\sample_02287.mp4,"Wonderful, exceeded all expectations!",2
sample_01330,data/raw/audio\sample_01330.wav,data/raw/video\sample_01330.mp4,Mediocre storyline but decent acting.,1
sample_02771,data/raw/audio\sample_02771.wav,data/raw/video\sample_02771.mp4,"This was terrible, I hated every moment.",0
sample_03686,data/raw/audio\sample_03686.wav,data/raw/video\sample_03686.mp4,Mediocre storyline but decent acting.,1
sample_08283,data/raw/audio\sample_08283.wav,data/raw/video\sample_08283.mp4,"Wonderful, exceeded all expectations!",2
sample_05928,data/raw/audio\sample_05928.wav,data/raw/video\sample_05928.mp4,"An average performance, could be better.",1
sample_00637,data/raw/audio\sample_00637.wav,data/raw/video\sample_00637.mp4,"Wonderful, exceeded all expectations!",2
sample_00047,data/raw/audio\sample_00047.wav,data/raw/video\sample_00047.mp4,"An average performance, could be better.",1
sample_02602,data/raw/audio\sample_02602.wav,data/raw/video\sample_02602.mp4,"Absolutely loved it, fantastic experience!",2
sample_01965,data/raw/audio\sample_01965.wav,data/raw/video\sample_01965.mp4,"Wonderful, exceeded all expectations!",2
sample_02168,data/raw/audio\sample_02168.wav,data/raw/video\sample_02168.mp4,"Completely disappointed, waste of time.",0
sample_05049,data/raw/audio\sample_05049.wav,data/raw/video\sample_05049.mp4,"An average performance, could be better.",1
sample_03334,data/raw/audio\sample_03334.wav,data/raw/video\sample_03334.mp4,Mediocre storyline but decent acting.,1
sample_03019,data/raw/audio\sample_03019.wav,data/raw/video\sample_03019.mp4,"It was okay, not great but not bad either.",1
sample_08764,data/raw/audio\sample_08764.wav,data/raw/video\sample_08764.mp4,"It was okay, not great but not bad either.",1
sample_09176,data/raw/audio\sample_09176.wav,data/raw/video\sample_09176.mp4,Mediocre storyline but decent acting.,1
sample_01360,data/raw/audio\sample_01360.wav,data/raw/video\sample_01360.mp4,"It was okay, not great but not bad either.",1
sample_05798,data/raw/audio\sample_05798.wav,data/raw/video\sample_05798.mp4,"Wonderful, exceeded all expectations!",2
sample_09400,data/raw/audio\sample_09400.wav,data/raw/video\sample_09400.mp4,"It was okay, not great but not bad either.",1
sample_03251,data/raw/audio\sample_03251.wav,data/raw/video\sample_03251.mp4,Mediocre storyline but decent acting.,1
sample_06300,data/raw/audio\sample_06300.wav,data/raw/video\sample_06300.mp4,"Completely disappointed, waste of time.",0
sample_02251,data/raw/audio\sample_02251.wav,data/raw/video\sample_02251.mp4,Mediocre storyline but decent acting.,1
sample_06027,data/raw/audio\sample_06027.wav,data/raw/video\sample_06027.mp4,"Absolutely loved it, fantastic experience!",2
sample_01175,data/raw/audio\sample_01175.wav,data/raw/video\sample_01175.mp4,"An average performance, could be better.",1
sample_08799,data/raw/audio\sample_08799.wav,data/raw/video\sample_08799.mp4,"Absolutely loved it, fantastic experience!",2
sample_03279,data/raw/audio\sample_03279.wav,data/raw/video\sample_03279.mp4,"Wonderful, exceeded all expectations!",2
sample_02973,data/raw/audio\sample_02973.wav,data/raw/video\sample_02973.mp4,"Great film, emotional and powerful.",2
sample_03396,data/raw/audio\sample_03396.wav,data/raw/video\sample_03396.mp4,"This was terrible, I hated every moment.",0
sample_06939,data/raw/audio\sample_06939.wav,data/raw/video\sample_06939.mp4,"Absolutely loved it, fantastic experience!",2
sample_00965,data/raw/audio\sample_00965.wav,data/raw/video\sample_00965.mp4,"Completely disappointed, waste of time.",0
sample_08574,data/raw/audio\sample_08574.wav,data/raw/video\sample_08574.mp4,"Great film, emotional and powerful.",2
sample_00742,data/raw/audio\sample_00742.wav,data/raw/video\sample_00742.mp4,"An average performance, could be better.",1
sample_07514,data/raw/audio\sample_07514.wav,data/raw/video\sample_07514.mp4,"Great film, emotional and powerful.",2
sample_03314,data/raw/audio\sample_03314.wav,data/raw/video\sample_03314.mp4,"It was okay, not great but not bad either.",1
sample_04898,data/raw/audio\sample_04898.wav,data/raw/video\sample_04898.mp4,"Awful experience, not worth watching.",0
sample_09340,data/raw/audio\sample_09340.wav,data/raw/video\sample_09340.mp4,"An average performance, could be better.",1
sample_04672,data/raw/audio\sample_04672.wav,data/raw/video\sample_04672.mp4,"An average performance, could be better.",1
sample_08618,data/raw/audio\sample_08618.wav,data/raw/video\sample_08618.mp4,"It was okay, not great but not bad either.",1
sample_01217,data/raw/audio\sample_01217.wav,data/raw/video\sample_01217.mp4,"This was terrible, I hated every moment.",0
sample_04397,data/raw/audio\sample_04397.wav,data/raw/video\sample_04397.mp4,"Awful experience, not worth watching.",0
sample_06080,data/raw/audio\sample_06080.wav,data/raw/video\sample_06080.mp4,"It was okay, not great but not bad either.",1
sample_02614,data/raw/audio\sample_02614.wav,data/raw/video\sample_02614.mp4,"Absolutely loved it, fantastic experience!",2
sample_02620,data/raw/audio\sample_02620.wav,data/raw/video\sample_02620.mp4,"An average performance, could be better.",1
sample_08714,data/raw/audio\sample_08714.wav,data/raw/video\sample_08714.mp4,Mediocre storyline but decent acting.,1
sample_07282,data/raw/audio\sample_07282.wav,data/raw/video\sample_07282.mp4,"Awful experience, not worth watching.",0
sample_03379,data/raw/audio\sample_03379.wav,data/raw/video\sample_03379.mp4,"Great film, emotional and powerful.",2
sample_07301,data/raw/audio\sample_07301.wav,data/raw/video\sample_07301.mp4,"An average performance, could be better.",1
sample_09857,data/raw/audio\sample_09857.wav,data/raw/video\sample_09857.mp4,"Completely disappointed, waste of time.",0
sample_05605,data/raw/audio\sample_05605.wav,data/raw/video\sample_05605.mp4,"An average performance, could be better.",1
sample_09813,data/raw/audio\sample_09813.wav,data/raw/video\sample_09813.mp4,"Wonderful, exceeded all expectations!",2
sample_05786,data/raw/audio\sample_05786.wav,data/raw/video\sample_05786.mp4,"Completely disappointed, waste of time.",0
sample_08518,data/raw/audio\sample_08518.wav,data/raw/video\sample_08518.mp4,"Wonderful, exceeded all expectations!",2
sample_06850,data/raw/audio\sample_06850.wav,data/raw/video\sample_06850.mp4,"Awful experience, not worth watching.",0
sample_01516,data/raw/audio\sample_01516.wav,data/raw/video\sample_01516.mp4,"An average performance, could be better.",1
sample_05098,data/raw/audio\sample_05098.wav,data/raw/video\sample_05098.mp4,"Completely disappointed, waste of time.",0
sample_07636,data/raw/audio\sample_07636.wav,data/raw/video\sample_07636.mp4,Mediocre storyline but decent acting.,1
sample_09085,data/raw/audio\sample_09085.wav,data/raw/video\sample_09085.mp4,"Absolutely loved it, fantastic experience!",2
sample_08023,data/raw/audio\sample_08023.wav,data/raw/video\sample_08023.mp4,"This was terrible, I hated every moment.",0
sample_02392,data/raw/audio\sample_02392.wav,data/raw/video\sample_02392.mp4,"Completely disappointed, waste of time.",0
sample_00586,data/raw/audio\sample_00586.wav,data/raw/video\sample_00586.mp4,"An average performance, could be better.",1
sample_03519,data/raw/audio\sample_03519.wav,data/raw/video\sample_03519.mp4,"This was terrible, I hated every moment.",0
sample_07653,data/raw/audio\sample_07653.wav,data/raw/video\sample_07653.mp4,"Absolutely loved it, fantastic experience!",2
sample_08946,data/raw/audio\sample_08946.wav,data/raw/video\sample_08946.mp4,"Wonderful, exceeded all expectations!",2
sample_00850,data/raw/audio\sample_00850.wav,data/raw/video\sample_00850.mp4,"It was okay, not great but not bad either.",1
sample_00335,data/raw/audio\sample_00335.wav,data/raw/video\sample_00335.mp4,"Completely disappointed, waste of time.",0
sample_06634,data/raw/audio\sample_06634.wav,data/raw/video\sample_06634.mp4,"Awful experience, not worth watching.",0
sample_08972,data/raw/audio\sample_08972.wav,data/raw/video\sample_08972.mp4,"Great film, emotional and powerful.",2
sample_07493,data/raw/audio\sample_07493.wav,data/raw/video\sample_07493.mp4,"This was terrible, I hated every moment.",0
sample_02868,data/raw/audio\sample_02868.wav,data/raw/video\sample_02868.mp4,"Wonderful, exceeded all expectations!",2
sample_04872,data/raw/audio\sample_04872.wav,data/raw/video\sample_04872.mp4,"It was okay, not great but not bad either.",1
sample_03550,data/raw/audio\sample_03550.wav,data/raw/video\sample_03550.mp4,"An average performance, could be better.",1
sample_03842,data/raw/audio\sample_03842.wav,data/raw/video\sample_03842.mp4,"This was terrible, I hated every moment.",0
sample_07262,data/raw/audio\sample_07262.wav,data/raw/video\sample_07262.mp4,Mediocre storyline but decent acting.,1
sample_05824,data/raw/audio\sample_05824.wav,data/raw/video\sample_05824.mp4,"Absolutely loved it, fantastic experience!",2
sample_00023,data/raw/audio\sample_00023.wav,data/raw/video\sample_00023.mp4,"Completely disappointed, waste of time.",0
sample_01453,data/raw/audio\sample_01453.wav,data/raw/video\sample_01453.mp4,"Absolutely loved it, fantastic experience!",2
sample_01684,data/raw/audio\sample_01684.wav,data/raw/video\sample_01684.mp4,"An average performance, could be better.",1
sample_02310,data/raw/audio\sample_02310.wav,data/raw/video\sample_02310.mp4,"Completely disappointed, waste of time.",0
sample_09063,data/raw/audio\sample_09063.wav,data/raw/video\sample_09063.mp4,"Awful experience, not worth watching.",0
sample_09406,data/raw/audio\sample_09406.wav,data/raw/video\sample_09406.mp4,"Absolutely loved it, fantastic experience!",2
sample_00381,data/raw/audio\sample_00381.wav,data/raw/video\sample_00381.mp4,"Absolutely loved it, fantastic experience!",2
sample_05814,data/raw/audio\sample_05814.wav,data/raw/video\sample_05814.mp4,"An average performance, could be better.",1
sample_05550,data/raw/audio\sample_05550.wav,data/raw/video\sample_05550.mp4,"It was okay, not great but not bad either.",1
sample_09308,data/raw/audio\sample_09308.wav,data/raw/video\sample_09308.mp4,"An average performance, could be better.",1
sample_01618,data/raw/audio\sample_01618.wav,data/raw/video\sample_01618.mp4,"This was terrible, I hated every moment.",0
sample_00789,data/raw/audio\sample_00789.wav,data/raw/video\sample_00789.mp4,"Awful experience, not worth watching.",0
sample_05983,data/raw/audio\sample_05983.wav,data/raw/video\sample_05983.mp4,"This was terrible, I hated every moment.",0
sample_08672,data/raw/audio\sample_08672.wav,data/raw/video\sample_08672.mp4,"Awful experience, not worth watching.",0
sample_04475,data/raw/audio\sample_04475.wav,data/raw/video\sample_04475.mp4,"Wonderful, exceeded all expectations!",2
sample_05606,data/raw/audio\sample_05606.wav,data/raw/video\sample_05606.mp4,"It was okay, not great but not bad either.",1
sample_09312,data/raw/audio\sample_09312.wav,data/raw/video\sample_09312.mp4,"Absolutely loved it, fantastic experience!",2
sample_05648,data/raw/audio\sample_05648.wav,data/raw/video\sample_05648.mp4,"Wonderful, exceeded all expectations!",2
sample_06216,data/raw/audio\sample_06216.wav,data/raw/video\sample_06216.mp4,"Wonderful, exceeded all expectations!",2
sample_02286,data/raw/audio\sample_02286.wav,data/raw/video\sample_02286.mp4,Mediocre storyline but decent acting.,1
sample_09993,data/raw/audio\sample_09993.wav,data/raw/video\sample_09993.mp4,Mediocre storyline but decent acting.,1
sample_07578,data/raw/audio\sample_07578.wav,data/raw/video\sample_07578.mp4,"An average performance, could be better.",1
sample_01183,data/raw/audio\sample_01183.wav,data/raw/video\sample_01183.mp4,"Wonderful, exceeded all expectations!",2
sample_06001,data/raw/audio\sample_06001.wav,data/raw/video\sample_06001.mp4,"Wonderful, exceeded all expectations!",2
sample_05090,data/raw/audio\sample_05090.wav,data/raw/video\sample_05090.mp4,"Absolutely loved it, fantastic experience!",2
sample_02516,data/raw/audio\sample_02516.wav,data/raw/video\sample_02516.mp4,"It was okay, not great but not bad either.",1
sample_04122,data/raw/audio\sample_04122.wav,data/raw/video\sample_04122.mp4,"An average performance, could be better.",1
sample_05521,data/raw/audio\sample_05521.wav,data/raw/video\sample_05521.mp4,"An average performance, could be better.",1
sample_05627,data/raw/audio\sample_05627.wav,data/raw/video\sample_05627.mp4,"Awful experience, not worth watching.",0
sample_08360,data/raw/audio\sample_08360.wav,data/raw/video\sample_08360.mp4,"It was okay, not great but not bad either.",1
sample_05872,data/raw/audio\sample_05872.wav,data/raw/video\sample_05872.mp4,"Great film, emotional and powerful.",2
sample_08612,data/raw/audio\sample_08612.wav,data/raw/video\sample_08612.mp4,"This was terrible, I hated every moment.",0
sample_07727,data/raw/audio\sample_07727.wav,data/raw/video\sample_07727.mp4,"Absolutely loved it, fantastic experience!",2
sample_05968,data/raw/audio\sample_05968.wav,data/raw/video\sample_05968.mp4,"This was terrible, I hated every moment.",0
sample_01180,data/raw/audio\sample_01180.wav,data/raw/video\sample_01180.mp4,"Wonderful, exceeded all expectations!",2
sample_08762,data/raw/audio\sample_08762.wav,data/raw/video\sample_08762.mp4,"Great film, emotional and powerful.",2
sample_08235,data/raw/audio\sample_08235.wav,data/raw/video\sample_08235.mp4,"Wonderful, exceeded all expectations!",2
sample_02818,data/raw/audio\sample_02818.wav,data/raw/video\sample_02818.mp4,"This was terrible, I hated every moment.",0
sample_09964,data/raw/audio\sample_09964.wav,data/raw/video\sample_09964.mp4,"This was terrible, I hated every moment.",0
sample_08703,data/raw/audio\sample_08703.wav,data/raw/video\sample_08703.mp4,"Awful experience, not worth watching.",0
sample_06608,data/raw/audio\sample_06608.wav,data/raw/video\sample_06608.mp4,"It was okay, not great but not bad either.",1
sample_02820,data/raw/audio\sample_02820.wav,data/raw/video\sample_02820.mp4,"Completely disappointed, waste of time.",0
sample_07535,data/raw/audio\sample_07535.wav,data/raw/video\sample_07535.mp4,"Absolutely loved it, fantastic experience!",2
sample_02260,data/raw/audio\sample_02260.wav,data/raw/video\sample_02260.mp4,"Absolutely loved it, fantastic experience!",2
sample_02239,data/raw/audio\sample_02239.wav,data/raw/video\sample_02239.mp4,"Great film, emotional and powerful.",2
sample_06021,data/raw/audio\sample_06021.wav,data/raw/video\sample_06021.mp4,"Wonderful, exceeded all expectations!",2
sample_00782,data/raw/audio\sample_00782.wav,data/raw/video\sample_00782.mp4,"Completely disappointed, waste of time.",0
sample_00932,data/raw/audio\sample_00932.wav,data/raw/video\sample_00932.mp4,"Great film, emotional and powerful.",2
sample_06202,data/raw/audio\sample_06202.wav,data/raw/video\sample_06202.mp4,"Absolutely loved it, fantastic experience!",2
sample_02412,data/raw/audio\sample_02412.wav,data/raw/video\sample_02412.mp4,"It was okay, not great but not bad either.",1
sample_06997,data/raw/audio\sample_06997.wav,data/raw/video\sample_06997.mp4,"This was terrible, I hated every moment.",0
sample_09115,data/raw/audio\sample_09115.wav,data/raw/video\sample_09115.mp4,Mediocre storyline but decent acting.,1
sample_01156,data/raw/audio\sample_01156.wav,data/raw/video\sample_01156.mp4,"This was terrible, I hated every moment.",0
sample_08107,data/raw/audio\sample_08107.wav,data/raw/video\sample_08107.mp4,"It was okay, not great but not bad either.",1
sample_05805,data/raw/audio\sample_05805.wav,data/raw/video\sample_05805.mp4,"This was terrible, I hated every moment.",0
sample_04879,data/raw/audio\sample_04879.wav,data/raw/video\sample_04879.mp4,"Awful experience, not worth watching.",0
sample_03309,data/raw/audio\sample_03309.wav,data/raw/video\sample_03309.mp4,"Awful experience, not worth watching.",0
sample_08961,data/raw/audio\sample_08961.wav,data/raw/video\sample_08961.mp4,"Great film, emotional and powerful.",2
sample_01702,data/raw/audio\sample_01702.wav,data/raw/video\sample_01702.mp4,"Awful experience, not worth watching.",0
sample_02492,data/raw/audio\sample_02492.wav,data/raw/video\sample_02492.mp4,"An average performance, could be better.",1
sample_03706,data/raw/audio\sample_03706.wav,data/raw/video\sample_03706.mp4,Mediocre storyline but decent acting.,1
sample_08276,data/raw/audio\sample_08276.wav,data/raw/video\sample_08276.mp4,"This was terrible, I hated every moment.",0
sample_00286,data/raw/audio\sample_00286.wav,data/raw/video\sample_00286.mp4,"This was terrible, I hated every moment.",0
sample_01608,data/raw/audio\sample_01608.wav,data/raw/video\sample_01608.mp4,"Great film, emotional and powerful.",2
sample_06631,data/raw/audio\sample_06631.wav,data/raw/video\sample_06631.mp4,"Absolutely loved it, fantastic experience!",2
sample_08278,data/raw/audio\sample_08278.wav,data/raw/video\sample_08278.mp4,Mediocre storyline but decent acting.,1
sample_07315,data/raw/audio\sample_07315.wav,data/raw/video\sample_07315.mp4,"It was okay, not great but not bad either.",1
sample_02252,data/raw/audio\sample_02252.wav,data/raw/video\sample_02252.mp4,"Completely disappointed, waste of time.",0
sample_07415,data/raw/audio\sample_07415.wav,data/raw/video\sample_07415.mp4,"Wonderful, exceeded all expectations!",2
sample_08365,data/raw/audio\sample_08365.wav,data/raw/video\sample_08365.mp4,"Awful experience, not worth watching.",0
sample_01891,data/raw/audio\sample_01891.wav,data/raw/video\sample_01891.mp4,"Completely disappointed, waste of time.",0
sample_05062,data/raw/audio\sample_05062.wav,data/raw/video\sample_05062.mp4,"Awful experience, not worth watching.",0
sample_06120,data/raw/audio\sample_06120.wav,data/raw/video\sample_06120.mp4,"It was okay, not great but not bad either.",1
sample_00563,data/raw/audio\sample_00563.wav,data/raw/video\sample_00563.mp4,"An average performance, could be better.",1
sample_00291,data/raw/audio\sample_00291.wav,data/raw/video\sample_00291.mp4,"Completely disappointed, waste of time.",0
sample_04716,data/raw/audio\sample_04716.wav,data/raw/video\sample_04716.mp4,"Completely disappointed, waste of time.",0
sample_07708,data/raw/audio\sample_07708.wav,data/raw/video\sample_07708.mp4,"Wonderful, exceeded all expectations!",2
sample_06349,data/raw/audio\sample_06349.wav,data/raw/video\sample_06349.mp4,"An average performance, could be better.",1
sample_00169,data/raw/audio\sample_00169.wav,data/raw/video\sample_00169.mp4,"It was okay, not great but not bad either.",1
sample_00267,data/raw/audio\sample_00267.wav,data/raw/video\sample_00267.mp4,"Great film, emotional and powerful.",2
sample_04638,data/raw/audio\sample_04638.wav,data/raw/video\sample_04638.mp4,"It was okay, not great but not bad either.",1
sample_07077,data/raw/audio\sample_07077.wav,data/raw/video\sample_07077.mp4,"An average performance, could be better.",1
sample_03355,data/raw/audio\sample_03355.wav,data/raw/video\sample_03355.mp4,"This was terrible, I hated every moment.",0
sample_08279,data/raw/audio\sample_08279.wav,data/raw/video\sample_08279.mp4,"It was okay, not great but not bad either.",1
sample_00315,data/raw/audio\sample_00315.wav,data/raw/video\sample_00315.mp4,Mediocre storyline but decent acting.,1
sample_06728,data/raw/audio\sample_06728.wav,data/raw/video\sample_06728.mp4,"This was terrible, I hated every moment.",0
sample_09495,data/raw/audio\sample_09495.wav,data/raw/video\sample_09495.mp4,"Completely disappointed, waste of time.",0
sample_04067,data/raw/audio\sample_04067.wav,data/raw/video\sample_04067.mp4,"Completely disappointed, waste of time.",0
sample_00245,data/raw/audio\sample_00245.wav,data/raw/video\sample_00245.mp4,"Awful experience, not worth watching.",0
sample_00252,data/raw/audio\sample_00252.wav,data/raw/video\sample_00252.mp4,"Completely disappointed, waste of time.",0
sample_01111,data/raw/audio\sample_01111.wav,data/raw/video\sample_01111.mp4,"An average performance, could be better.",1
sample_04801,data/raw/audio\sample_04801.wav,data/raw/video\sample_04801.mp4,Mediocre storyline but decent acting.,1
sample_01713,data/raw/audio\sample_01713.wav,data/raw/video\sample_01713.mp4,"This was terrible, I hated every moment.",0
sample_00050,data/raw/audio\sample_00050.wav,data/raw/video\sample_00050.mp4,"Absolutely loved it, fantastic experience!",2
sample_01835,data/raw/audio\sample_01835.wav,data/raw/video\sample_01835.mp4,"Wonderful, exceeded all expectations!",2
sample_07896,data/raw/audio\sample_07896.wav,data/raw/video\sample_07896.mp4,"An average performance, could be better.",1
sample_03383,data/raw/audio\sample_03383.wav,data/raw/video\sample_03383.mp4,Mediocre storyline but decent acting.,1
sample_06410,data/raw/audio\sample_06410.wav,data/raw/video\sample_06410.mp4,"An average performance, could be better.",1
sample_04313,data/raw/audio\sample_04313.wav,data/raw/video\sample_04313.mp4,Mediocre storyline but decent acting.,1
sample_00872,data/raw/audio\sample_00872.wav,data/raw/video\sample_00872.mp4,"Great film, emotional and powerful.",2
sample_01254,data/raw/audio\sample_01254.wav,data/raw/video\sample_01254.mp4,"Completely disappointed, waste of time.",0
sample_08881,data/raw/audio\sample_08881.wav,data/raw/video\sample_08881.mp4,"Absolutely loved it, fantastic experience!",2
sample_05851,data/raw/audio\sample_05851.wav,data/raw/video\sample_05851.mp4,Mediocre storyline but decent acting.,1
sample_05702,data/raw/audio\sample_05702.wav,data/raw/video\sample_05702.mp4,"It was okay, not great but not bad either.",1
sample_08103,data/raw/audio\sample_08103.wav,data/raw/video\sample_08103.mp4,Mediocre storyline but decent acting.,1
sample_02098,data/raw/audio\sample_02098.wav,data/raw/video\sample_02098.mp4,"An average performance, could be better.",1
sample_05128,data/raw/audio\sample_05128.wav,data/raw/video\sample_05128.mp4,"Awful experience, not worth watching.",0
sample_00248,data/raw/audio\sample_00248.wav,data/raw/video\sample_00248.mp4,"Great film, emotional and powerful.",2
sample_06561,data/raw/audio\sample_06561.wav,data/raw/video\sample_06561.mp4,"Great film, emotional and powerful.",2
sample_01339,data/raw/audio\sample_01339.wav,data/raw/video\sample_01339.mp4,"It was okay, not great but not bad either.",1
sample_07017,data/raw/audio\sample_07017.wav,data/raw/video\sample_07017.mp4,"Absolutely loved it, fantastic experience!",2
sample_02110,data/raw/audio\sample_02110.wav,data/raw/video\sample_02110.mp4,"This was terrible, I hated every moment.",0
sample_01569,data/raw/audio\sample_01569.wav,data/raw/video\sample_01569.mp4,Mediocre storyline but decent acting.,1
sample_01726,data/raw/audio\sample_01726.wav,data/raw/video\sample_01726.mp4,"Completely disappointed, waste of time.",0
sample_08384,data/raw/audio\sample_08384.wav,data/raw/video\sample_08384.mp4,"Great film, emotional and powerful.",2
sample_06940,data/raw/audio\sample_06940.wav,data/raw/video\sample_06940.mp4,Mediocre storyline but decent acting.,1
sample_04395,data/raw/audio\sample_04395.wav,data/raw/video\sample_04395.mp4,"Completely disappointed, waste of time.",0
sample_02420,data/raw/audio\sample_02420.wav,data/raw/video\sample_02420.mp4,"Completely disappointed, waste of time.",0
sample_03045,data/raw/audio\sample_03045.wav,data/raw/video\sample_03045.mp4,"Awful experience, not worth watching.",0
sample_05503,data/raw/audio\sample_05503.wav,data/raw/video\sample_05503.mp4,"Great film, emotional and powerful.",2
sample_03703,data/raw/audio\sample_03703.wav,data/raw/video\sample_03703.mp4,Mediocre storyline but decent acting.,1
sample_08191,data/raw/audio\sample_08191.wav,data/raw/video\sample_08191.mp4,"Great film, emotional and powerful.",2
sample_05331,data/raw/audio\sample_05331.wav,data/raw/video\sample_05331.mp4,"Absolutely loved it, fantastic experience!",2
sample_09808,data/raw/audio\sample_09808.wav,data/raw/video\sample_09808.mp4,"Great film, emotional and powerful.",2
sample_00447,data/raw/audio\sample_00447.wav,data/raw/video\sample_00447.mp4,"An average performance, could be better.",1
sample_07894,data/raw/audio\sample_07894.wav,data/raw/video\sample_07894.mp4,"Absolutely loved it, fantastic experience!",2
sample_08728,data/raw/audio\sample_08728.wav,data/raw/video\sample_08728.mp4,"It was okay, not great but not bad either.",1
sample_07828,data/raw/audio\sample_07828.wav,data/raw/video\sample_07828.mp4,"Absolutely loved it, fantastic experience!",2
sample_01768,data/raw/audio\sample_01768.wav,data/raw/video\sample_01768.mp4,"Wonderful, exceeded all expectations!",2
sample_06808,data/raw/audio\sample_06808.wav,data/raw/video\sample_06808.mp4,"Absolutely loved it, fantastic experience!",2
sample_04704,data/raw/audio\sample_04704.wav,data/raw/video\sample_04704.mp4,"Wonderful, exceeded all expectations!",2
sample_03869,data/raw/audio\sample_03869.wav,data/raw/video\sample_03869.mp4,"An average performance, could be better.",1
sample_01655,data/raw/audio\sample_01655.wav,data/raw/video\sample_01655.mp4,"Completely disappointed, waste of time.",0
sample_03187,data/raw/audio\sample_03187.wav,data/raw/video\sample_03187.mp4,"Completely disappointed, waste of time.",0
sample_00683,data/raw/audio\sample_00683.wav,data/raw/video\sample_00683.mp4,"Completely disappointed, waste of time.",0
sample_04170,data/raw/audio\sample_04170.wav,data/raw/video\sample_04170.mp4,"An average performance, could be better.",1
sample_04477,data/raw/audio\sample_04477.wav,data/raw/video\sample_04477.mp4,"Wonderful, exceeded all expectations!",2
sample_00461,data/raw/audio\sample_00461.wav,data/raw/video\sample_00461.mp4,"This was terrible, I hated every moment.",0
sample_05764,data/raw/audio\sample_05764.wav,data/raw/video\sample_05764.mp4,"An average performance, could be better.",1
sample_07522,data/raw/audio\sample_07522.wav,data/raw/video\sample_07522.mp4,"Awful experience, not worth watching.",0
sample_04502,data/raw/audio\sample_04502.wav,data/raw/video\sample_04502.mp4,"Absolutely loved it, fantastic experience!",2
sample_09709,data/raw/audio\sample_09709.wav,data/raw/video\sample_09709.mp4,"Wonderful, exceeded all expectations!",2
sample_00318,data/raw/audio\sample_00318.wav,data/raw/video\sample_00318.mp4,"Wonderful, exceeded all expectations!",2
sample_01145,data/raw/audio\sample_01145.wav,data/raw/video\sample_01145.mp4,"An average performance, could be better.",1
sample_05094,data/raw/audio\sample_05094.wav,data/raw/video\sample_05094.mp4,"Great film, emotional and powerful.",2
sample_01393,data/raw/audio\sample_01393.wav,data/raw/video\sample_01393.mp4,"Great film, emotional and powerful.",2
sample_06623,data/raw/audio\sample_06623.wav,data/raw/video\sample_06623.mp4,"Absolutely loved it, fantastic experience!",2
sample_01501,data/raw/audio\sample_01501.wav,data/raw/video\sample_01501.mp4,"This was terrible, I hated every moment.",0
sample_06408,data/raw/audio\sample_06408.wav,data/raw/video\sample_06408.mp4,"Great film, emotional and powerful.",2
sample_00376,data/raw/audio\sample_00376.wav,data/raw/video\sample_00376.mp4,"Wonderful, exceeded all expectations!",2
sample_00410,data/raw/audio\sample_00410.wav,data/raw/video\sample_00410.mp4,Mediocre storyline but decent acting.,1
sample_01660,data/raw/audio\sample_01660.wav,data/raw/video\sample_01660.mp4,"Wonderful, exceeded all expectations!",2
sample_03151,data/raw/audio\sample_03151.wav,data/raw/video\sample_03151.mp4,"Great film, emotional and powerful.",2
sample_01623,data/raw/audio\sample_01623.wav,data/raw/video\sample_01623.mp4,"This was terrible, I hated every moment.",0
sample_05609,data/raw/audio\sample_05609.wav,data/raw/video\sample_05609.mp4,"This was terrible, I hated every moment.",0
sample_08532,data/raw/audio\sample_08532.wav,data/raw/video\sample_08532.mp4,Mediocre storyline but decent acting.,1
sample_05802,data/raw/audio\sample_05802.wav,data/raw/video\sample_05802.mp4,"Awful experience, not worth watching.",0
sample_05306,data/raw/audio\sample_05306.wav,data/raw/video\sample_05306.mp4,"This was terrible, I hated every moment.",0
sample_07086,data/raw/audio\sample_07086.wav,data/raw/video\sample_07086.mp4,"Wonderful, exceeded all expectations!",2
sample_08897,data/raw/audio\sample_08897.wav,data/raw/video\sample_08897.mp4,"Wonderful, exceeded all expectations!",2
sample_07488,data/raw/audio\sample_07488.wav,data/raw/video\sample_07488.mp4,"An average performance, could be better.",1
sample_09615,data/raw/audio\sample_09615.wav,data/raw/video\sample_09615.mp4,"An average performance, could be better.",1
sample_09217,data/raw/audio\sample_09217.wav,data/raw/video\sample_09217.mp4,"Wonderful, exceeded all expectations!",2
sample_01672,data/raw/audio\sample_01672.wav,data/raw/video\sample_01672.mp4,"An average performance, could be better.",1
